bias	x,y,class
1	132.84292335369702,100.8328597290012,0
1	-137.52549571367888,-198.8441961224171,0
1	234.74971509109452,159.8643310488177,0
1	-138.6726516645742,-64.16864884829215,0
1	-225.58169381581246,-6.955960391743901,0
1	-179.24811877888106,-100.2245669737072,0
1	51.813950790242814,44.16464120312418,0
1	203.86648368215072,233.62635550190151,0
1	135.2800239969049,-240.02393236292863,0
1	-83.66661635052992,-23.792495726717533,0
1	-109.22063976783969,163.3114874480475,0
1	-14.16020192531704,-122.67741399325382,0
1	-249.23802717533843,-168.41732676426295,0
1	118.98089272326217,-244.35540712332104,0
1	79.18624226635978,-10.573080851955297,0
1	49.33420694732297,191.3422196746394,0
1	239.8131655732106,-118.3906278014461,0
1	-38.47906037375836,-110.5941955453219,0
1	-97.26645393688165,156.84274203472404,0
1	69.33701883823397,215.52535266584493,0
1	-132.49170114696835,132.27367242128366,0
1	232.47242399000442,-4.180531892832789,0
1	-209.597646077327,-34.87660347327531,0
1	-193.2542264759997,-234.2716481565581,0
1	-136.94187371287308,-85.24020976718083,0
1	-164.5532010873665,131.39655776713596,0
1	162.0114805905951,81.09179427873175,0
1	171.9596081449231,-99.98339164827746,0
1	127.38929975495279,-144.44753151672663,0
1	-147.76991056260746,24.211117110468365,0
1	18.119390329168084,-34.639686317184214,1
1	132.40053440985724,-93.21765144310794,0
1	244.70497039571563,19.840706114984926,0
1	186.6350143929285,-99.82225918241343,0
1	15.384637862977513,67.85981706645498,0
1	-232.1572256228902,129.27805470836836,0
1	83.12068237123952,-162.9691573277131,0
1	-182.65834891576182,91.68830125273064,0
1	-53.052961924620945,-30.593614750531856,0
1	136.4937202972646,-71.60664506542287,0
1	-84.74657890634074,-88.09447174041085,0
1	-65.18336969444604,116.54961134866136,0
1	-161.23472000894458,-170.48363270646797,0
1	217.73703438358552,132.35094641361047,0
1	186.77661397359003,115.15643832098891,0
1	-82.74733549601586,-11.229448111212179,0
1	239.94692966276176,-148.486347094475,0
1	213.8923127311994,245.3138403590346,0
1	127.33960436357188,-9.144671395839396,0
1	69.23783633864628,116.17840649532582,0
1	-190.85937366613825,200.22857275450104,0
1	51.01255005351652,-75.27018765114647,0
1	-203.1568473993732,191.71226905090435,0
1	129.06621707300815,-13.107941023839174,0
1	116.04463517489495,107.1692716265328,0
1	-91.76529195223111,-157.74031339220417,0
1	-193.13353152034995,-155.16259127361892,0
1	-115.8425799439371,234.70576816765657,0
1	218.59070302809596,220.4782139063817,0
1	-102.08222706491227,199.22666541460632,0
1	-38.05091334287164,216.25330427527234,0
1	162.8612146025293,222.0049219271504,0
1	-8.302290108464348,196.19592467498597,0
1	-245.37888598009476,-26.429989957460833,0
1	-139.63431445864438,-114.81239998827093,0
1	6.70254436553472,140.10721476707994,0
1	-238.23241760822438,-16.82822495611063,0
1	-76.48594770630041,14.485673239651021,0
1	-83.66173779596804,167.04438977404243,0
1	144.91248104252873,-173.47685834581915,0
1	-215.45179066548675,76.30354681956811,0
1	-45.39201975006486,-246.71742365338233,0
1	-218.20186742999297,-2.6558570558986503,0
1	-31.801048785156553,106.12781126143034,0
1	-152.6554310027263,-149.29048692220553,0
1	210.85981052406646,171.8678641671592,0
1	164.588629922952,-78.15712888901356,0
1	-216.78404661322625,-209.4513276450598,0
1	-161.67975189101452,77.13572661427793,0
1	-207.27666361298424,-190.41470971651265,0
1	57.994100836622124,5.333831881176366,0
1	-45.5656253017853,-170.08788515748267,0
1	-3.240441689899228,3.0738601053027423,1
1	23.681726758035722,72.57355544137585,0
1	-21.351541950118076,-146.92555600834186,0
1	-160.7405102425284,-187.97426433902405,0
1	61.95379702986111,37.306759538376184,0
1	-140.80400798654819,10.994437272460232,0
1	-43.85145100133792,171.53657608054192,0
1	-109.48322201170356,-77.83742038960466,0
1	-174.74742148043526,-74.28027474101361,0
1	-232.88493455478488,-201.2939136172119,0
1	-37.232212767993644,-220.62694842975057,0
1	199.33644830654464,-167.75833229222502,0
1	178.33275452949,-193.72666878533533,0
1	198.47996392518212,-94.22059230417003,0
1	59.24839597409391,114.2781118075979,0
1	30.63328014224936,-240.21433058981506,0
1	152.86729340082059,-21.735847787023687,0
1	-235.24532695161122,-20.16980499539173,0
1	47.477594783002246,109.91965539834786,0
1	-115.14065673807767,182.19579398910804,0
1	170.8274748207072,-104.24747884470736,0
1	-93.40195280779028,191.69403696396245,0
1	73.09376339753214,89.02456304155419,0
1	-66.72842947824199,-205.56847888485464,0
1	64.4071995945452,35.07130656294572,0
1	224.64697257860144,43.59896085921099,0
1	-79.068480238494,113.36985041130924,0
1	-201.47854316412133,207.19439500711525,0
1	-155.92761989480786,-205.5813771753361,0
1	-51.35216735652088,-114.84633339860073,0
1	-215.23242654130703,-120.10128463592616,0
1	-230.9620301540396,54.57944060190829,0
1	-145.29938646713765,238.31132174786688,0
1	56.90882742733737,147.09170147418354,0
1	-248.5446169969198,-200.83700034559843,0
1	79.22036030595012,-246.68853428787668,0
1	83.03169408381069,-87.70703619847714,0
1	-102.58011202253257,33.21586147589676,0
1	-221.4346114299682,-200.72629601541158,0
1	-70.40482850236157,-163.18877675805516,0
1	157.37170819042882,-144.99450877137593,0
1	-87.11219761732247,-184.69100565006698,0
1	-142.84596562030504,-65.71541383234259,0
1	-21.348326047768694,-116.06332828285605,0
1	2.712905182133568,-90.49133138028813,0
1	61.35198705516734,89.99391195083865,0
1	-127.97056471092466,-249.98794400681805,0
1	-12.886189202797055,-151.11606376488257,0
1	167.86981272193606,-56.621849783101254,0
1	-77.54622344287927,-243.072736779605,0
1	77.7310192403636,49.63699389074634,0
1	216.381533614913,-35.1521538439315,0
1	43.28394244427102,82.4156097523985,0
1	-15.451137566607883,146.98754868479222,0
1	-238.07909796017367,-167.99970397201685,0
1	27.223089822972668,-239.73595677416347,0
1	172.93758615852374,127.24899948108344,0
1	20.735663213918258,22.423971280386525,1
1	-241.36549182964856,-178.49564409394736,0
1	-16.31844380439867,41.830348870573005,1
1	-127.45844660754923,159.64866450393748,0
1	63.59668593161376,-210.51504185281573,0
1	-64.84420721455592,18.606510077698715,0
1	47.99010842002133,71.49105149648705,0
1	169.81156213402573,-35.53622573251559,0
1	-229.04854498196502,-184.47217999420167,0
1	-94.40966370258712,158.9390442009664,0
1	-125.03324293243767,-116.82642559879153,0
1	-0.9420603113207733,-10.56435263053362,1
1	-23.048339438544787,172.23257999815615,0
1	-85.00594552210677,116.50495107843363,0
1	169.3801826906223,169.65228011215316,0
1	-142.72881619181322,219.0061390817093,0
1	-139.1282420140536,128.20961344269045,0
1	-112.98319417960184,53.91057060159579,0
1	-85.99391720675004,-98.9995035731327,0
1	-195.59323863148936,-107.87433758934557,0
1	-13.523358311854253,188.54128466157294,0
1	-1.087337457643116,210.71817185666032,0
1	-140.08601366140113,-148.82172149601092,0
1	-69.25846087141403,56.62830348641819,0
1	73.85424051649352,4.77245335713917,0
1	-52.23518675192784,213.4676253370351,0
1	239.82092883674977,130.80158970895445,0
1	-219.24744894825943,14.22617454997254,0
1	139.09309082926836,186.74480566338696,0
1	-247.29511036166025,43.36199624565103,0
1	248.19202051944876,-7.795021978680552,0
1	-92.39305018360744,54.44444750872918,0
1	213.67850885197066,67.90739823385951,0
1	25.76609330394905,-107.75074085976627,0
1	175.05490949067848,149.20090172712094,0
1	56.84324689209359,23.224042073182204,0
1	-87.5643127483373,200.99049911574122,0
1	-152.92278095333356,-64.33213795805713,0
1	170.45818621999342,-29.452185290702317,0
1	-27.738207831600306,235.19190719505423,0
1	-150.5928736751292,72.77007542741211,0
1	-132.70694293029027,-35.18285170285722,0
1	-14.323709628816857,-178.00294424801478,0
1	177.99603989103645,101.20791652014992,0
1	1.097570678950433,-97.29963815253211,0
1	-128.06229846267246,-146.1967063177234,0
1	-198.16945149480753,-191.11150149870326,0
1	-143.61876736018485,-144.13933587557977,0
1	-64.56963667538213,-205.53776711292988,0
1	113.03806519038761,136.34986626818358,0
1	-118.78205528419673,-186.40710019969714,0
1	-162.92620233562326,-193.30767017033557,0
1	-248.69576625021074,-47.873339476954726,0
1	74.5901209865695,105.96018112267569,0
1	-19.214983666113284,-151.04458102900531,0
1	208.95997715807164,11.630738660367228,0
1	4.555482462736904,-100.56252559771079,0
1	-80.97100460879952,102.55280451124713,0
1	-237.62909951757416,-204.97788592013706,0
1	-248.25010087425875,-91.30242852773856,0
1	-242.5407825991413,-34.303614216302066,0
1	-93.58226213767696,-68.25443514584472,0
1	83.30984512662775,58.47363509224482,0
1	-0.6815350995740914,199.6327003822181,0
1	143.01887876726835,63.219991084470905,0
1	68.62358288992516,-246.17660557551335,0
1	-201.90994360664493,151.02985172951747,0
1	163.8615842976621,-210.60814190855038,0
1	76.52059685335536,67.83178567691306,0
1	44.697114213697546,22.905126214492782,1
1	137.4277594756225,152.19047196675774,0
1	42.020727795075516,212.61938810149883,0
1	-79.58202431853871,-132.47877318294678,0
1	160.59794569255507,-237.6933687526317,0
1	-135.33494648825496,73.6625636032673,0
1	221.79559042496254,-134.02697854371655,0
1	-63.526972331533216,28.33576105546058,0
1	-228.2616285959068,-55.16113750955259,0
1	-65.56035764477818,81.66218881184545,0
1	136.01187788601857,56.56150371679985,0
1	-105.89605522962665,149.27868334065408,0
1	110.71573745181962,125.40653766551924,0
1	-10.142347950832175,-107.12194900613119,0
1	166.43860540959992,66.1267776699226,0
1	108.50073864051308,231.71145154657614,0
1	82.3094535521385,-64.0359498639178,0
1	-198.11174951394383,-0.6763632754661728,0
1	151.61985266431338,-66.54420488251623,0
1	155.61510565055886,-188.35653769231448,0
1	-213.93749563766917,45.21128500743589,0
1	-237.7907649709331,-84.29910006997875,0
1	-27.76109272633937,236.57949972344778,0
1	103.21683092569185,-123.37727704990675,0
1	138.92527217006244,212.88361143911249,0
1	-198.94269749461603,-65.80122182035885,0
1	165.33670568439356,10.524984398425886,0
1	-210.3779723966223,-77.89838643047747,0
1	154.4610430981332,2.5709582329596685,0
1	-210.98406268003228,46.50187281864788,0
1	-146.79312217766238,158.45995369216172,0
1	244.04524116931623,209.58315551015374,0
1	-93.63429570517135,235.4442959971896,0
1	184.71862076005243,177.12341972554316,0
1	68.85315303832999,131.92568656974186,0
1	120.94271863581031,-0.7509024778049707,0
1	152.85186789261348,-88.0055205604065,0
1	127.99445846486645,-195.1997760934872,0
1	-175.25841297341128,104.71690671537044,0
1	-190.06668067330713,167.0305548276308,0
1	-120.01805285469587,135.26258001452095,0
1	-69.97346032100492,-143.7040671153954,0
1	145.17057344468037,108.8126814025257,0
1	-217.4685566704082,12.965046857258926,0
1	-151.47118876087177,15.14786911019496,0
1	21.594568112461104,165.26397003606064,0
1	-161.6381866829391,-209.16615068535492,0
1	242.4508636453832,-241.55983040831512,0
1	182.99813381581913,185.7771989883616,0
1	-193.7497672587338,85.92296097280149,0
1	76.4750634958234,242.4897738475417,0
1	48.37529200140125,-130.56763027172684,0
1	-75.12230599909375,229.46188614703618,0
1	181.47265628053475,216.76965585251367,0
1	170.2409470485793,-199.87299875621784,0
1	202.0575115282765,37.02290024881944,0
1	-120.69542695003483,79.54794870023193,0
1	160.72200804895203,-208.8983510546033,0
1	147.4983086651011,155.12654412076256,0
1	-24.221841601990974,167.89552192757833,0
1	79.48065634877554,210.50377759692333,0
1	-137.39709230219688,-150.13687558438772,0
1	-89.7001847737584,-125.7214750936937,0
1	141.55160421136816,-86.6774790412166,0
1	-29.153731585725154,-1.3274044526619946,1
1	-199.69195918367282,206.27990284077458,0
1	113.44843599234116,-42.722909616778054,0
1	-12.910999571538952,-173.78951015593054,0
1	117.37824059177825,-203.11351865200461,0
1	-207.47733468424718,-226.6737778660387,0
1	-111.9699424457933,-12.445932249415762,0
1	-7.2905519235901295,-39.66226135023854,1
1	156.142745755281,41.95384145002021,0
1	-61.30346589869811,200.16946346280668,0
1	-19.963890218950837,-220.2380561137701,0
1	73.84452811030917,36.41647361063576,0
1	235.133302227299,-13.921150229742494,0
1	-189.08595278977302,234.0774102987989,0
1	-68.61469663511872,-23.501117506468546,0
1	-229.56330772047733,241.68101851781609,0
1	-220.69145835565084,-36.39225870773899,0
1	-243.02897893031084,-44.8528723423413,0
1	-203.7936092548656,-170.94870661487815,0
1	148.461720119377,86.21550315209112,0
1	-202.3614043271724,35.69011903035363,0
1	239.6924641648863,-133.00604214411237,0
1	249.10009504697848,-215.73207748441075,0
1	-64.81365461089445,-123.07321930155746,0
1	-58.68168204990209,82.02545839750212,0
1	64.56533780029037,57.83361900552012,0
1	-171.74172627759924,-148.29502852022188,0
1	95.15604689814563,153.5891850116722,0
1	14.48811476899084,-19.80467176375987,1
1	-207.37675667203524,-169.86841457651158,0
1	-219.76541030109553,235.961099052507,0
1	-72.91690402002325,-161.22835470159055,0
1	224.11666305559203,-224.64652853419193,0
1	92.70415490256528,169.10136702192676,0
1	-46.00726222177133,-245.34072285883224,0
1	215.6173448351658,-229.70246447670718,0
1	-107.25235417064343,-116.95499243745044,0
1	-141.11332855788305,-177.127530919818,0
1	57.650371321106206,34.10681256901563,0
1	55.409445026686,58.079033316575476,0
1	209.0390129604483,198.09573925024472,0
1	-196.03459398921973,-77.92691762399494,0
1	-145.55201797655837,233.42874786137105,0
1	136.7206827538326,-17.102319589415202,0
1	228.3810719788696,211.70539514875082,0
1	-82.38299432573055,-134.2843578713171,0
1	-218.33000738286995,-41.45224904835044,0
1	88.48569467936392,3.74412240479748,0
1	-182.61144208923275,-43.071833455631435,0
1	-163.93869191245946,101.33989641110185,0
1	158.5199576358737,70.65974121158769,0
1	227.18759091189662,82.71654806999231,0
1	246.59517215305146,-30.834185569942548,0
1	100.2482433886106,12.26548215268349,0
1	202.59646743980517,-65.79064725712746,0
1	-66.67626477633044,68.32015220138618,0
1	86.5227314984511,83.3076687365866,0
1	-78.10817407443753,205.58465671372397,0
1	-50.933654871632996,105.26779847452366,0
1	-151.2772887379158,-190.16103094522862,0
1	-167.76587416223572,-138.474508823491,0
1	-152.75090251471852,142.64488918595055,0
1	173.80876760109777,237.11456616871493,0
1	-172.37689827413627,47.28907693456756,0
1	3.826979339406165,196.91092259889132,0
1	-209.6282861097707,13.846791508453293,0
1	-186.15677476802222,-127.02138587085021,0
1	152.86456676527177,175.15592716052367,0
1	38.65179517960536,196.780923897579,0
1	-71.27244783904573,-104.64740691600221,0
1	12.632778881483318,90.80454041045812,0
1	91.34841646653462,-243.00088846516667,0
1	59.420429423763665,-180.7681940415799,0
1	-163.4578928900544,158.54989245787135,0
1	-169.5911614718978,18.613707913276187,0
1	-109.3010079508775,138.66993583864792,0
1	-30.620589121022903,236.85163463772602,0
1	80.41159554710367,-190.40330493150992,0
1	-188.55475243629311,-31.110643850373094,0
1	-195.82820720972188,102.67439630717001,0
1	-91.98675206014067,81.46241416042943,0
1	-57.111593020375324,244.6475970466957,0
1	-18.042666311303975,-195.79886433291944,0
1	67.32063550394224,99.43937209501252,0
1	-182.98337887136432,-100.7727053799442,0
1	179.53471625953318,227.40248884697309,0
1	-156.2131352900913,-217.05242198199275,0
1	139.91247675277106,240.4708973286168,0
1	152.71361068143528,155.7611738137918,0
1	-44.31852198413745,247.75637320312063,0
1	-27.70932354389339,135.19337901696605,0
1	-204.8304528448886,-151.0388803898044,0
1	-194.39321387241432,3.9568987796111514,0
1	188.17327329737475,-71.07671406386075,0
1	69.07543879599137,-57.16878617649397,0
1	127.71840635894586,225.86458886844804,0
1	100.24765309853291,153.41773660614155,0
1	151.75989646704738,95.88558711315665,0
1	-249.61929295934604,-37.96609952381752,0
1	17.641387900229063,-117.781348107035,0
1	-85.18191241274687,-188.6006268788507,0
1	92.03491201188314,5.6382691153400515,0
1	219.57918210306138,-181.4104702150526,0
1	-26.651982425898552,11.128783139871473,1
1	164.6847290969253,-25.161684673158533,0
1	231.8887992335289,-168.91566047735395,0
1	-176.82702965229885,-128.42018702636017,0
1	-129.25561432060218,38.70889162192168,0
1	16.664600761770885,242.73267770790596,0
1	98.71419051819356,199.58068601530408,0
1	12.315376393317592,205.45723167650272,0
1	34.713254085241886,105.42132198424673,0
1	-137.8132165512846,-222.40535126204958,0
1	26.12107320992294,241.11115520484077,0
1	188.17857055313004,-228.8167129009821,0
1	-98.253615199139,8.873016655000129,0
1	-32.418428993191014,-86.46326661139364,0
1	-117.37137775300423,174.43109793118379,0
1	36.142316722139356,-179.18649359570932,0
1	-4.165381580117241,-88.34889674316159,0
1	-64.34890519587134,44.020966014372505,0
1	196.51099034137422,167.37908689469447,0
1	-166.218611093858,133.29419891332384,0
1	51.39437169529822,40.96394906913412,0
1	-146.10750478668095,55.26078841627367,0
1	65.74101744950877,91.58481394816152,0
1	86.38638161493412,162.57979676831474,0
1	-97.86576005716651,193.29390701087044,0
1	153.40015905577013,-124.41216575239861,0
1	184.4914772339829,-182.9953470782619,0
1	141.59522947566842,-110.95255566066186,0
1	197.41373347323042,-158.40048403298744,0
1	-235.9820576960422,-235.52613823129693,0
1	137.5446791968535,-218.1163250124109,0
1	-82.7605851590958,191.35962817490446,0
1	31.05029177523801,-196.03664566701417,0
1	-15.26532765879628,-104.54798847271101,0
1	212.2694427210199,-179.73893972158066,0
1	-130.06749885114561,228.87493201316443,0
1	138.57676682757688,208.23981699893733,0
1	90.77455316270311,47.464976654158534,0
1	-157.85057052308184,119.82774970532893,0
1	29.34907673980507,182.38565986870668,0
1	60.53431045816092,-79.88127946543028,0
1	24.578850234721813,132.21312408270228,0
1	225.12916700394004,131.92642321589733,0
1	-249.47879615026574,149.66799030019956,0
1	-33.854401669861915,32.32220885110411,1
1	203.03657901310748,-73.72110241652496,0
1	-122.73042938458102,-89.9606811410093,0
1	86.91833149934257,-48.32910734256879,0
1	114.21295628147311,-122.65050177641534,0
1	-195.44395565304762,162.1414225737168,0
1	130.6701998101206,74.57258550366993,0
1	-163.2358743664588,172.62419099186957,0
1	10.78523449389246,123.83650130741847,0
1	-230.57752519383195,-16.965242771087958,0
1	9.900190128786448,-233.5229700194838,0
1	106.63533791161746,57.481215215745806,0
1	198.52512045467256,102.24312347097873,0
1	-10.660148595088685,58.67009105245012,0
1	155.04719646676813,0.01257559731254787,0
1	-96.5906443472534,-179.40528043333342,0
1	29.351015037639172,111.1122174503895,0
1	201.28918304272872,-11.331643208531261,0
1	23.126729975193314,133.51104490601045,0
1	201.05129985533705,124.61543870969115,0
1	166.44907853081867,-40.333196161752085,0
1	-77.0142077394695,-32.19819367210647,0
1	175.0310636329612,170.83276924265783,0
1	-113.27416107676757,-240.247592737314,0
1	-61.54719625152421,-36.59431212920549,0
1	34.78802974191268,18.122058082053172,1
1	172.09793265645845,-108.40141124826857,0
1	217.77480134847332,113.34978237908115,0
1	230.60216190964712,206.29242299748324,0
1	100.6750381102741,-121.2033604494489,0
1	-9.336471767146179,5.764092038378237,1
1	-201.3530460827564,16.112117080546,0
1	133.222166309361,87.24408973484799,0
1	-227.90908093185985,173.2313668407856,0
1	99.08664736284788,-245.6284301950854,0
1	-55.58750420557536,-128.69016745068595,0
1	-148.7562004448385,-96.36037048333662,0
1	124.729389383463,162.24474402023833,0
1	-40.067843642473065,207.77054355974354,0
1	-214.99740723122179,-217.86140957907014,0
1	154.63294167454302,-24.269485697491376,0
1	-71.6851876307066,238.16646360967513,0
1	71.73709467848204,-165.79177548666337,0
1	-233.69655679959178,-237.2626760624013,0
1	-5.273205935281965,142.08577636923224,0
1	-70.09543273950047,80.81042005047124,0
1	-207.34409090925882,9.653082090760051,0
1	107.1494568518986,-110.19104554372416,0
1	239.11490113654264,159.49344810153565,0
1	-165.20836015413738,-66.57320160005898,0
1	-90.51580259083468,82.04242620834594,0
1	-40.26108306385646,-148.61985809149425,0
1	116.7742307485762,-25.239419850398804,0
1	-149.55672672261022,134.20803691927296,0
1	32.601570041030925,-190.7342619287164,0
1	-155.68686542617326,-59.27453983811719,0
1	128.70438894751607,-152.284019149598,0
1	60.98661660838104,-120.6697871460407,0
1	71.14394854598493,-54.185591869887986,0
1	-17.967283764640968,205.17493832273556,0
1	-10.751438511323812,19.795926388289445,1
1	48.59954605242689,241.33115293438897,0
1	12.419477492631586,-49.62250356047622,1
1	-216.67356452426844,195.260507109711,0
1	-48.95247959224281,4.7709317445419686,1
1	122.37888269205143,-197.49392278263213,0
1	96.8494881548333,110.80178076628016,0
1	-146.77125758785803,100.34374716173022,0
1	239.3551123495829,244.25692090868705,0
1	8.78290219463986,-227.92497010182777,0
1	112.96901699782819,-83.3882915566866,0
1	88.08435971985102,-81.05213865716314,0
1	-158.48245112761174,107.49999490627806,0
1	155.53448089320244,-201.60245503920277,0
1	-52.12661424973413,-81.33381230789954,0
1	36.45413567893496,101.33404084018298,0
1	115.19891904613525,-171.3550604443014,0
1	169.16363589462117,232.6988086087892,0
1	-2.6775656106673864,-35.07631394519777,1
1	-120.31786734355333,179.56580664526376,0
1	-57.50856219671081,-80.06463594441786,0
1	-202.9846025874914,-120.30779336083995,0
1	132.95758161880343,157.09880751800614,0
1	68.32002587966946,-229.59464361979482,0
1	110.76007179243385,178.50685387118324,0
1	8.028533200998595,244.6704098093241,0
1	-92.29534137171714,-97.7430977649536,0
1	-165.83617653337257,30.53478662182846,0
1	-188.69760514495692,176.76268472320857,0
1	230.75491180778977,-248.95743723786367,0
1	-6.257695487709384,-121.94468631398502,0
1	7.000043588007145,-121.46522793662635,0
1	214.35388798318178,-229.56753968225175,0
1	23.30796616535895,12.258887734673522,1
1	-231.88694378129154,129.91594512194024,0
1	64.11541020127845,-22.8428708790357,0
1	-46.37622387526835,-89.6474476742653,0
1	-3.5518661292833826,48.35238462892539,1
1	186.85445924082882,-203.73726792456608,0
1	191.95880945724645,-211.46935065976862,0
1	118.80152374169381,-176.89840547384844,0
1	-208.5379975215712,-70.04523022744718,0
1	-201.33798131022152,90.8315636837346,0
1	-214.36757116622857,-101.31471321656781,0
1	232.204815637546,240.343525839478,0
1	-123.27602515919416,128.01254610517856,0
1	-158.86609966617561,-161.5432054380866,0
1	158.2328916483268,193.07147296068672,0
1	206.17944379282386,-43.19965581881124,0
1	85.65957010306255,234.5021395428381,0
1	-21.614143303261955,80.05385728889036,0
1	20.75397117896364,148.56027338605378,0
1	120.05060648006929,-16.395963720802257,0
1	94.65111729244217,238.65663611225142,0
1	-184.72871885402787,141.91781353245653,0
1	-161.47064584379333,-171.0860163019001,0
1	-146.13912422852826,-58.58863433420831,0
1	-126.03130206673391,227.54882176745554,0
1	237.49363980204782,-203.87759269197363,0
1	-212.8722054681072,-86.11691871728232,0
1	-162.36713734477576,46.10153511792305,0
1	-67.04612900497375,141.07503746768037,0
1	-19.049342634723246,-213.9665022620345,0
1	101.84516988488554,-142.5556226090315,0
1	217.88901655816886,226.51387672847,0
1	-190.99393194127,-70.14660549919432,0
1	182.22778002956113,-114.60423831843829,0
1	-96.85998541682977,8.716910331764154,0
1	118.84315588568637,195.77703320473285,0
1	20.013607818687262,-40.45995232649773,1
1	-198.12506479204845,89.94193575817735,0
1	140.44923074852107,-207.36963529890585,0
1	66.4643768080262,232.34654271874172,0
1	26.514608929012752,-160.86660551114875,0
1	-18.73332341437535,-66.34778374437445,0
1	130.52924699771626,-65.88131705958827,0
1	-216.925558926437,-27.281847826664915,0
1	116.2839398628173,-83.07459959876405,0
1	20.805658508911847,-24.98125429452992,1
1	-120.7489986218493,75.73583313276873,0
1	162.12642000763344,-98.13539753274125,0
1	67.32926402762223,-22.97950503040002,0
1	-162.96955964162606,162.3747963870589,0
1	114.93886552301706,-123.71364801498596,0
1	245.40375052649603,-205.5430673241001,0
1	150.08444141298145,-73.85940485046805,0
1	223.34690870648302,-194.68772938526612,0
1	119.30477401263926,-132.08067741960792,0
1	37.52412436145164,-237.04791358958587,0
1	-232.74369902557245,63.91870256505342,0
1	-211.86058442795425,40.25377463337827,0
1	-62.14226892844138,-92.47900967103539,0
1	71.32444972062308,8.827652112720955,0
1	67.71162409456605,-172.67765898748877,0
1	14.685402548788034,49.646972833750056,1
1	125.29287203799117,184.303016611271,0
1	82.01468187398245,-23.079402063826365,0
1	-221.86921083073835,95.15479335726326,0
1	119.62113374457743,-195.394145316738,0
1	-146.91222965412572,32.76713047776059,0
1	100.77283820728042,-128.05105746710956,0
1	-0.9951987860963243,19.03049402845454,1
1	216.67250753036234,210.7926514724109,0
1	-159.29714119539452,220.8159331294433,0
1	-58.853076449897515,92.77097411242784,0
1	200.14701521518964,-160.62666817830666,0
1	172.29924803967208,-1.6045820560286472,0
1	110.0209305680412,-64.54931824520409,0
1	24.687985538118312,-86.49014920819309,0
1	-6.361345060958314,-115.20523036459156,0
1	191.92299895770958,-224.9474627487434,0
1	62.21021555973459,188.21126023980997,0
1	-84.3199875599135,-200.0197231386373,0
1	-24.906311746552376,27.89528424867882,1
1	-137.77028025944688,57.79287242400585,0
1	76.5395374786952,182.54031517997834,0
1	188.89089626554954,202.70426487905337,0
1	187.49555828869626,-51.44909575433738,0
1	65.03835428179661,-65.18232254777851,0
1	226.58554736042953,14.81566889955792,0
1	-58.379862156776994,-31.062290710391835,0
1	-137.20452368577108,75.3302433499652,0
1	-35.518315889402345,-109.98075860692336,0
1	1.2216434906074483,203.31829610884904,0
1	-153.66454924954746,-74.48360589196085,0
1	-1.9707667133179143,72.64060944562891,0
1	11.38383805385331,175.2471158552355,0
1	-30.06222411106441,-205.0511669935043,0
1	44.39092707503289,-197.95835272818294,0
1	238.83517727171386,-151.91436492084796,0
1	-86.9566363200438,172.9971496230474,0
1	-23.068516645709366,84.17445102926115,0
1	-100.3157200620648,-237.0257383534346,0
1	-69.72594839879642,-220.76020567268017,0
1	-185.55637319902576,-202.96648316559646,0
1	54.74747926742327,25.157432030628,0
1	-3.54287303303596,157.08753762555472,0
1	-168.47398202591472,-10.45332197778464,0
1	248.65602874127313,-3.5051209386664937,0
1	50.15198673225041,-55.37481045874165,0
1	85.1926841578109,-66.22836886034355,0
1	157.85662173116071,-141.3040608945322,0
1	-60.91894809296656,247.75729217893178,0
1	-7.3633026051305706,-22.335449067200585,1
1	110.46513869983579,248.93438830651183,0
1	102.23075966603449,-116.18062762052921,0
1	14.029475599375417,20.71093973306222,1
1	-214.66174571734098,-80.58158417496946,0
1	-41.92939649851701,53.37066770799896,0
1	-68.49639719104817,-226.29134056138798,0
1	-52.87821516268605,154.80265364205314,0
1	-107.2258613882124,-211.32697774228942,0
1	235.04010119903887,-41.141605810317174,0
1	-15.00107153886475,114.81523461173657,0
1	-177.55374404504357,132.94991011203518,0
1	1.804807396629684,111.8103175810017,0
1	-53.406704576002284,60.72925824527613,0
1	139.21083144433044,64.09060980707636,0
1	210.29979814913162,232.08977071902945,0
1	-41.60087647420107,-121.92372175493182,0
1	-59.26253952260356,-55.290483418288915,0
1	142.8187933789311,17.54776808702138,0
1	70.56664621098855,122.673530748357,0
1	139.33613108247374,-77.55570647004356,0
1	-40.89221098988389,-83.682157426,0
1	-47.691108114390374,-78.01565129398708,0
1	158.1953847517588,237.11669760703097,0
1	-66.04677823544651,204.4032965682478,0
1	80.87113434082778,49.20553167374334,0
1	-21.163049138921423,242.37096556921244,0
1	181.09455473412748,157.92810385666996,0
1	-52.07146227103948,-180.36877206887297,0
1	162.03242589239977,167.9733860517506,0
1	-7.4809353334491675,224.63267735558765,0
1	-37.044135757311125,-12.332030496548896,1
1	80.84359446522132,-175.28398159954236,0
1	57.661137207257866,-22.6713118298228,0
1	-187.9567861744355,-80.45742366071545,0
1	-54.235367378434916,-47.6887605275565,0
1	241.4260851556936,-169.88428858068144,0
1	-220.34341967075522,63.97618014560197,0
1	-132.59120808939275,-141.47741488193543,0
1	2.1908999230926156,-20.39734309433777,1
1	-156.8537109762443,177.0165406534121,0
1	189.0519317422964,-194.43447574915268,0
1	174.95612886219567,131.52539561519598,0
1	249.9343550761567,-191.81120372822573,0
